T27062;2026-09-23;18:21:33
Código de Integração;DESCRIÇÃO LOCAL;RAZÃO SOCIAL LOCAL;ATIVO LOCAL;PAÍS;ESTADO;CIDADE;BAIRRO;TIPO LOGRADOURO;LOGRADOURO;NÚMERO LOGRADOURO;COMPLEMENTO LOGRADOURO;CEP;NÚMERO TELEFONE CELULAR;NUMERO TELEFONE FIXO;E-MAIL;OBSERVAÇÃO;IDENTIFICADOR PESSOA RESPONSÁVEL;Transportadora;Títulos Vencidos;Forma de Pagamento Sugerida;Prazo de Pagamento Sugerido;Títulos A Vencer;Notas Fiscais;Contato;Formas de Pagamentos Disponíveis;Prazos de Pagamentos Disponíveis;Tipo de Frete;Entregas Realizadas;Pedidos
77024498;PAULISTA (VIZINHO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024499;PAULO (AMIGO DO PAULISTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024500;PAULO BORRACHARIA   (JOSÉ PAULO GOMES);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024501;PAULO IRAJA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024502;PAULO ROBERTO  (BEBETO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024503;PAULO ROBERTO DA SILVA  (PAULINHO ILHA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024504;PEDRO NOGUEIRA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024505;PENA FIEL;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024506;PENIEL   ( LUIZ CARLOS );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024508;PEPITO AUTOMOTIVOS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024509;PGV;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024507;PENTA CAR VEÍCULOS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024510;PINGO D'OURO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024511;PJA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024512;PLATAFORMA;;1;Brasil;RIO DE JANEIRO;SÃO JOÃO DE MERITI;VILAR DOS TELES;RUA;ITACARÉ;22;;25555201;;;;;;;;;;;;;;;;;
77024513;PM (AMIGO DO PAULISTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024526;PVG AUTO  ( PARRIMI) );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024514;PNEU SAMPA;;0;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024515;PNEUS EDUARDO E ACESSORIOS LTDA ME;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;RAMOS;RUA;Rua Barreiros;265;LOJA;21031752;;;;;;;;;;;;;;;;;
77024518;PORTA  (REMOLD);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024519;PORTA  (usados);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024516;PNEUS SAMPA CENTRO AUTOMOTIVO;;1;Brasil;RIO DE JANEIRO;SÃO JOÃO DE MERITI;VILAR DOS TELES;AVENIDA;AUTOMOVEL CLUBE;1583;AVENIDA;25561170;;;;;;;;;;;;;;;;;
77024527;P W;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024520;PORTUGAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024521;PROCARRO AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024531;RAFAEL CIVIL  (AMIGO DO PAULISTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024528;PW PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024525;PVG AUTO  ( PARRINI );;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;JARDIM VINTE E CINCO DE AGOSTO;RUA;MAJOR CORREA DE MELO;258;;25075010;;;;;;;;;;;;;;;;;
77024524;PS AUTOS  (PAULINHO ILHA);;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;ILHA DO GOVERNADOR;ESTRADAS;Estrada das Canárias;734;LETRA C (GALEÃO);21941480;;;;;;;;;;;;;;;;;
77024537;REMAN PNEUS;;1;Brasil;RIO DE JANEIRO;SÃO GONÇALO;VARZEA DAS MOÇAS;RODOVIA;RODOVIA AMARAL PEIXOTO KM 9,5;;LOJA;24753560;;;;;;;;;;;;;;;;;
77024536;REMAM;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024532;RATINHO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024533;RATINHO BORRACHARIA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024535;RELUZ EQUIPAMENTOS ELÉTRICOS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024541;RENATO SALLES;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024542;RESENDE ECR;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024547;RGM  COMERCIO DE PNEUS;;1;Brasil;RIO DE JANEIRO;MESQUITA;VILA EMIL;RUA;RUA BARONESA DE MESQUITA;1524;LOJA;26580000;;;;;;;;;;;;;;;;;
77024544;REVOLUTIN;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024546;RGM;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024548;RICARDO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024545;REVOLUTION BATERIA;;1;Brasil;RIO DEJANEIRO;RIO DE JANEIRO;PACIÊNCIA;RUA;RUA RAIMUNDO FERREIRA LIMA;174;LOJA;23573130;21999840083;;;;;;;;;;;;;;;;
77024549;RICARDO FELIX COELHO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024552;RICHARD MICHEL DA SILVA MOLLO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024553;RICO ( AMIGO DO PAULISTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024554;RIO CAR;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024555;R MARINHO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024556;ROBOOT ITAOCA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024551;RICAR PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024560;RODRIGO BENTO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024561;RODRIGO ( Levi );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024562;RODRIGO ( MALMAL);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024563;RODRIGO  MARTNIS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024564;RODRIGO  MOREIRA SOUZA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024559;RODRIGO (AMIGO DO MARLON);;0;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024565;RODRIGO  VIEIRA NAPOLEÃO  (INHAUMA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024566;RODRIGO ( VIZINHO DO PAULISTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024567;RODRIGUES AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024568;ROGERIO  AMIGO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024569;ROGERIO  BELMONTE;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024570;ROMULO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024571;RONALDO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024573;ROOBOT;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024575;ROQUE  (PARADA DE LUCAS);;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;PARADA DE LUCAS;RUA;CORDOVIL;377;LOJA;21250392;;;;;;;;;;;;;;;;;
77024572;RONCAUTO;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CAMPO GRANDE;AVENIDA;AV. CESARIO DE MELO;2005;LOJA;23052102;;;;;;;;;;;;;;;;;
77024576;ROSILENE;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024574;ROQUE     (JARDIM AMERICA);;0;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024577;ROUTE 164 OFICINA AUTOMOTIVA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;Jacarepaguá;ESTRADA;ESTRADA DOS BANDEIRANTES;3715;LOJA (CURÍCICA);22775113;;;;;;;;;;;;;;;;;
77024578;R R OLIVEIRA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024579;RR OLIVEIRA LOURENÇO AUTO CENTER;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;IRAJA;AVENIDA;AVENIDA MONSENHOR FELIX;796;LADO PAR;21235110;;;;;;;;;;;;;;;;;
77024580;RUBSON ALVARES;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024584;SAFIRAS CAR;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024585;SAÍDA DE TROCAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024586;SAM DIEGO (PEDRA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024587;SANAUTO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024588;SANDRA (VIZINHA );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024589;SANDRO MARQUES DA COSTA (AMIGO DIEGO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024591;SATURNO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024593;SD BORRACHARIA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024594;SEBASTIÃO  ( TIÃO );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024595;SEGURANÇA ( PAULISTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024596;SETE AMIGO AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024631;TURBO CAR;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024597;SETOR REPRESENTAÇÕES  LTDA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024598;SFE  CABRAL COMÉRCIO DE BATERIAS LTDA ME;;1;Brasil;RIO DE JANEIRO;QUEIMADOS;CENTRO;RUA;VEREADOR MARINHO HEMETERIO DE OLIVEIRA;310;AUTO PEÇAS;26320500;;;;;;;;;;;;;;;;;
77024599;SILENCANO CANOS E SILENCIOSOS;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CASCADURA;RUA;ITAMARATI;84;LOJA C/D;21350050;;;;;;;;;;;;;;;;;
77024602;SONIA REGINA DA SILVA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;SULACAP;AVENIDA;AVN. ALBERICO DINIZ;1267;LOJA;;;;;;;;;;;;;;;;;;
77024604;SPACE AUTO CENTER (CAMPO GRANDE);;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CAMPO GRANDE;RUA;Rua Aricuri;825;LOJA;23081331;;;;;;;;;;;;;;;;;
77024603;SOUND CAR COMERCIO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024605;SPECECAR;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024606;SPEED AUTO PEÇAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024607;SPORT CAR;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024608;SR. FERREIRA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024609;SR WILSON (DIEGO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024610;STILO PNEUS;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;Encantado;RUA;DOIS DE FEVEREIRO;;LOJA A;20730452;;;;;;;;;;;;;;;;;
77024611;STILOS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024612;STOP SHOP COMERCIO  ( BATALHA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024613;TAUIL PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024614;TELSON;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024615;TELSON ( VIZINHO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024616;TEMPLAR;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024618;THIAGO BORRACHEIRO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024627;TRANSPORTES SANTA BARBARA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024619;THIAGO  ( FLUIR CAR );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024620;THIAGO PACHECO (AMIGO PAULISTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024622;TIAGO GARCIA PAOLINELLI  LASMAR;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024623;TIAGO SILVA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024624;TIAGO SILVA  (PISCA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024625;TR4;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024621;THIAGO RODAS  ( TR  );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024628;TROCAS PIREMAXX;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024629;TUNICO AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024630;TUNINHO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024632;UESLLEN;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024633;UESLLEY;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024634;VANDRÉ JACONÉ;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024635;VAN LU (LUCIANO MERCADO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024636;VANZINHO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024637;VCL CENTRO AUTOMOTIVO;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;Paciência;RUA;Rua Ouroana;12;LOT 5 PAL 39641 QDR       A;23587076;;;;;;;;;;;;;;;;;
77024638;VEIGAS CONVERTEDORA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024639;VELUPASTE;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024640;VELUPAST  (PARK ESCOBAR);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024642;VENDERLEI;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024641;VELUPLAST  (PARK ESCOBAR);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024645;VICTOR;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024647;VISÃO AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024643;VENTURA  DUTRA;VENTURA DUTRA;1;Brasil;RIO DE JANEIRO;NOVA IGUAÇU;POSSE;RODOVIA;RODOVIA PRESIDENTE DUTRA;1872;RODOVIA;26030002;;;;;;;;;;;;;;;;;
77024644;VENTURA MARQUES ROLLO;VENTURA MARQUES ROLLO;1;Brasil;RIO DE JANEIRO;MESQUITA;JUSCELINO;RUA;RUA CARLOS MARQUES ROLLO;320;RUA;26550210;;;;;;;;;;;;;;;;;
77024646;VINICIUS (AMIGO DO MARLON);;0;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024648;VIZINHO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024649;VIZINHO DO DIEGO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024650;WAGNER DA CONCEIÇÃO DIAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024651;WAGNER  LUCAS DE SOUZA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024652;WANDO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024653;WASHINGTON;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024656;WDA;;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;VILA ITAMARATI;RUA;ITATINGA;611;LOJA;25070140;;;;;;;;;;;;;;;;;
77024654;WAVE;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024655;WCARRIER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024657;WELLINGTON BORRACHARIA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024658;WILLIAM MENDES MACHADO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024659;YGOR DA SILVA VALENÇA (ITAGUAI);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024660;ZACARIAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024661;ZACARIAS DA SILVA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024662;ZÉ GUILHERME (AMIGO DO PAULISTA );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024663;ZÉ  RODAS ( ROSANE );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024664;ZÉZINHO PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
65432178;JOFELIO (SÃO JOÃO DE MERITI);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
235603147;CACHAMBI AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
235648790;OCIMAR CARCACEIRO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
65465448514;SGA TOYOTA NITEROI;;1;Brasil;RIO DE JANEIRO;;;RUO;RUA MARTINIANO DE ALENCAR;;;25225320;;;;;;;;;;;;;;;;;
21998573029;AUTO MECÂNICA EBS;AUTO MECÂNICA EBS;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CAMPO GRANDE;LOJA;ESTRADA DO MENDANHA;5097;LOJA;23095842;21998573029;;;;;;;;;;;;;;;;
4445556;CS;CS;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
Fornecedor (borracheiro);Fornecedor (borracheiro);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
Cliente Venda Remold;Cliente Venda Remold;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
Cliente entrega;Cliente entrega;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
Cliente Venda Usados;Cliente Venda Usados;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
231164567879;JOCELIO (SÃO JOÃO DE MERITI);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
124574965;ZEZINHO PNEUS;ZEZINHO PNEUS;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CAMPO GRANDE;ESTRADA;ESTRADA DA CACHAMORRA;676;LOJA;23040150;;;;;;;;;;;;;;;;;
0215630;M NOGUEIRA (PIREMAXX);M NOGUEIRA (PIREMAXX);1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
123654;NJ TERRA (MOLAS TIGRE);NJ TERRA (MOLAS TIGRE);1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;Taquara;RUA;Rua André Rocha;1651;LOJA;22730521;;;;;;;;;;;;;;;;;
770240866;RODACAR AUTO CENTER;RODACAR AUTO CENTER;1;Brasil;;;;;;;;;21998802464;;;;;;;;;;;;;;;;
7702434801;IMPACTO SÃO GONÇALO;IMPACTO SÃO GONÇALO;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024348012;GH 208 COMERCIO DE PNEU;GH 208 COMERCIO DE PNEU;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;RICARDO DE ALBUQUERQUE;RUA;RUA DAS FLORES;165;GALPÃO;21640180;21964899526;;;;;;;;;;;;;;;;
123456;OEST CAR BANGU (MICHELIN);OESTE CAR (MICHELIN);1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;BANGU;RUA;RUA SILVA CARDOSO;1092;LOJA;21815072;21999840083;;;;;;;;;;;;;;;;
289685;289685 - AMARO BUARQUE VANDER;;0;Brasil;SP;SAO PAULO;Santana;;Rua Alfredo Pujol, 506;;;2017001;;119988776655;;;;;;;;;;;;;;;
7702434801214;ROCHA AUTO CENTER;ROCHA AUTO CENTER;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;VICENTE DE CARVALHO;RUA;SHOPPING CARIOCA;909;LOJA SUBSOLO;;21999840083;;;;;;;;;;;;;;;;
77024348258;RUSSO CARCACEIRO (BICICLETA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
101010;IMPACTO NITEROI;IMPACTO NITEROI;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
22041980;ALEX BOARETO;ALEX BOARETO;1;Brasil;;;;;;;;;21993451009;;;;;;;;;;;;;;;;
1010101011;IMPACTO BARRA;IMPACTO BARRA;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
254789632542132;DEIVISON (CLIENTE PORTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
10101011;IMPACTO SÃO GONÇÃLO;IMPACTO SÃO GONÇÃLO;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
101010101111;IMPACTO ALCANTARA;IMPACTO ALCANTARA;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
102030;Loja A;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
Exame 2;Reexame Loja A;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
12222222;GUSTAVO MARINHO NOGUEIRA;GUSTAVO MARINHO NOGUEIRA;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CAMPO GRANDE;COMERCIAL;RUA LUPÊRCIO;19;;23040410;21966362479;;;;;;;;;;;;;;;;
265973248;ABC MEIER;ABC MEIER;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
121213121;SIM SANTA CRUZ;SIM SANTA CRUZ;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;SANTA CRUZ;AVENIDA;AV. PADRE GUILHERME DECAMINADA;2385;ASSAI DE SANTA CRUZ;23575000;21999840083;;;;;;;;;;;;;;;;
10145412;SIM GRANDE RIO;SIM GRANDE RIO;1;Brasil;RIO DE JANEIRO;SÃO JOÃO DE MERITI;PARQUE BARRETO;RUA;R.MARIA SOARES;111;SHOPPING G.RIO SUBSOLO;21815072;21999840083;;;;;;;;;;;;;;;;
1245787;BRAGA E CHIAPETA;BRAGA E CHIAPETA;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
0123;EDSON (MACUMBA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
1246357;JOMANO BARRA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;BARRA DA TIJUCA;AV;DAS AMERICAS;5150;NO PATIO DO CARREFOUR BARRA;22640102;;;;;;;;;;;;;;;;;
1254789663;SR JOSÉ (PORTUGUÊS);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
23296647842023;MARCELINHO (RICARDO DE ALBUQUERQUE);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3216987;REDE BANGU JACAREPAGUA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;JACAREPAGUA;ESTRADA;DO GABINAL;866;LOJA;22760152;;;;;;;;;;;;;;;;;
125478963;CARLOS EDUARDO AUTO CENTER;CARLOS EDUARDO AUTO CENTER;1;Brasil;;RIO DE JANEIRO;RIO DE JANEIRO;ESTRADA;HENRIQUE DE MELLO;740;LOJA;21340190;;;;;;;;;;;;;;;;;
25469780;ABC CABUÇU;ABC CABUÇU;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
21548796654;ADRIANO DE ASSIS (QUEIMADOS);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
325469870;THIAGO SILVA (PISCA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
654753;JESUS VENDA DE PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
321045;MARCO ANTONIO (COLÉGIO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
654789;GALEÃO AUTO PNEUS;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;ILHA DO GOVERNADOR;RUA;ANGELO PIMENTEL;1955;DO LADO DA FIAT AZURRA;21910190;;;;;;;;;;;;;;;;;
75698;CANCELA PRETA PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
95123;LECO BORRACHARIA;;1;Brasil;RIO DE JANEIRO;BELFORD ROXO;ANDRADE DE ARAUJO;RUA;CASTRO ALVES, 528A - ANDRADE DE ARAÚJO - Brasil.;528;LOJA A;;;;;;;;;;;;;;;;;;
951753684;JESSE FERREIRA CARCACEIRO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
48848444;L&F CENTRO AUTOMOTIVO FÁBIO ORNILO;L&F CENTRO AUTOMOTIVO FÁBIO ORNILO;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
125789456;ABC CAMPO GRANDE;ABC CAMPO GRANDE;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CAMPO GRANDE;;;;;;;;;;;;;;;;;;;;;;
789654789;ABC ILHA;ABC ILHA;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
98654782;PNEU LUBY;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
96574123;LUIZ CARLOS CIPRIANO SILVA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3216497;PARAZÃO DE CAXIAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
654321;FERNANDO CACHAMBI;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
21969565559;DREAM CAR;DREAM CAR;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;VILA EMA;RUA;vitoria;19;galpão comercial;25266006;21969565559;;dreamcar81rj@gmail.com;;;;;;;;;;;;;;
32656749131;FIMATECH;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
326.59741;UDAM MICHELIN;UDAM MICHELIN;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
2316321475320;ORLANDO MINHOCA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
232.6544794;WILLIAN DA SILVA MUNIZ(NOVA IGUAÇU);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
2154698320;J.A PNEUS (QUEIMADOS);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
14576230;JAIR VASCO (CRACK);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
231604563;PS PRIME CASCADURA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
254679031;ABATERJ;ABATERJ;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
32654025477;BORRACHEIRO SÃO PEDRO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
324687241;TELSO VIZINHO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
